RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,County,CommonName,BroadType,Latitude,Longitude
569,,,2009-10-20,2009-10-20,D,2009-10-20,NBNSYS0000003438,Sorbus aucuparia,C226156,222637,415635,OSI,100,,"Castlegrove House Hotel, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Donegal,Rowan,Other,-7.6760322266827545,51.393359523895356
570,,,2009-10-07,2009-10-07,D,2009-10-07,NBNSYS0000003438,Sorbus aucuparia,H227245,222746,324546,OSI,100,,"Drumersee, Co. Cavan",Kate Crane,Kate Crane,False,False,,,Individual tree,Multi-stem,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cavan,Rowan,Other,-7.6674428372015155,52.37204817713259
571,,,2009-08-24,2009-08-24,D,2009-08-24,NHMSYS0000463799,Sorbus devoniensis,S717215,271725,121539,OSI,100,,"Ballykelly, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wexford,Devon Whitebeam,Other,,
574,,,2009-09-16,2009-09-16,D,2009-09-16,NHMSYS0001754388,Sorbus aucuparia x aria = S. x thuringiaca,R926196,192626,119612,OSI,100,,"Glengarra Woods, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Hybrid Rowan,Other,,
575,,,2009-09-22,2009-09-22,D,2009-09-22,NBNSYS0000033999,Taxodium distichum,W783711,178375,71192,OSI,100,,"Fota Wildlife Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Avenue,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Bald Cypress,Other,,
576,,,2009-09-22,2009-09-22,D,2009-09-22,NBNSYS0000033999,Taxodium distichum,W783711,178355,71189,OSI,100,,"Fota Wildlife Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Avenue,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Bald Cypress,Other,,
578,,,2009-09-15,2009-09-15,D,2009-09-15,NBNSYS0000033999,Taxodium distichum,S243245,224353,124504,OSI,100,,"Newtownanner House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,Bald Cypress,Other,,
579,,,2009-10-15,2009-10-15,D,2009-10-15,NBNSYS0000033999,Taxodium distichum,L988845,98814,284552,OSI,100,,"Westport House, Westport, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Mayo,Bald Cypress,Other,-9.53665480585656,53.800337982036446
580,,,2009-09-25,2009-09-25,D,2009-09-25,NBNSYS0000004638,Taxus baccata,R603071,160353,107154,OSI,100,,"Doneraille Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Ancient woodland,Maiden,Standing alive,Not known,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,English Yew,Other,,
581,,,2009-09-30,2009-09-30,D,2009-09-30,NBNSYS0000004638,Taxus baccata,V958861,95833,86175,OSI,100,,"Reenadinna Wood, Killarney National Park, Co. Kerr",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Ancient woodland,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerr,English Yew,Other,,
582,,,2009-08-21,2009-08-21,D,2009-08-21,NBNSYS0000004638,Taxus baccata,S537723,253785,172318,OSI,100,,"Castlecomer Golf Club, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Unusual location,Ancient woodland,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,English Yew,Other,,
583,,,2009-09-23,2009-09-23,D,2009-09-23,NBNSYS0000004638,Taxus baccata,W609752,160956,75296,OSI,100,,"Blarney Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Arboretum,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,English Yew,Other,,
584,,,2009-08-05,2009-08-05,D,2009-08-05,NBNSYS0000004638,Taxus baccata,N631095,263104,209578,OSI,100,,"Moore Abbey, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Avenue,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,English Yew,Other,-7.058000400469001,53.132588764141985
585,,,2009-09-17,2009-09-17,D,2009-09-17,NBNSYS0000004638,Taxus baccata,M851043,185172,204343,OSI,100,,"Portumna Castle, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,,Avenue,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,English Yew,Other,-8.223120580880712,53.08938559925548
586,,,2009-09-10,2009-09-10,D,2009-09-10,NBNSYS0000004638,Taxus baccata,N565763,256511,276304,OSI,100,,"Lough Crew Garden, Co. Meath",Kate Crane,Kate Crane,False,False,,,Avenue,Maiden,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-7.144622597955768,53.73345078849543
587,,,2009-09-17,2009-09-17,D,2009-09-17,NBNSYS0000004638,Taxus baccata,M960211,196010,221130,OSI,100,,"Clonfert Cathedral, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Avenue,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,English Yew,Other,-8.060647307449253,53.240531225957184
589,,,2009-09-21,2009-09-21,D,2009-09-21,NBNSYS0000004638,Taxus baccata,X047985,204716,98503,OSI,100,,"Lismore Castle, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Avenue,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,English Yew,Other,,
590,,,2009-07-22,2009-07-22,D,2009-07-22,NBNSYS0000004638,Taxus baccata,S914607,291449,160709,OSI,100,,"Huntington Castle, Clonegal, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Avenue,,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,English Yew,Other,,
591,,,2009-09-17,2009-09-17,D,2009-09-17,NBNSYS0000004638,Taxus baccata,M961212,196128,221291,OSI,100,,"Clonfert Cathedral, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Avenue,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,English Yew,Other,-8.059150768088687,53.24143048821498
592,,,2009-10-16,2009-10-16,D,2009-10-16,NBNSYS0000004638,Taxus baccata,M807629,180776,262931,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Yew,Other,-8.292366617301505,53.6157577199224
593,,,2009-08-28,2009-08-28,D,2009-08-28,NBNSYS0000004638,Taxus baccata,T196861,319616,186191,OSI,100,,"Avondale, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,English Yew,Other,,
594,,,2009-09-03,2009-09-03,D,2009-09-03,NBNSYS0000004638,Taxus baccata,N959377,295971,237793,OSI,100,,"Carton Estate, Maynooth, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,English Yew,Other,-6.559608789961419,53.381004121540236
595,,,2009-10-16,2009-10-16,D,2009-10-16,NBNSYS0000004638,Taxus baccata,M807629,180791,262950,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Yew,Other,-8.292366617301505,53.6157577199224
596,,,2009-10-20,2009-10-20,D,2009-10-20,NBNSYS0000004638,Taxus baccata,C226155,222606,415575,OSI,100,,"Castlegrove House Hotel, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Donegal,English Yew,Other,-7.676038582278615,51.39246074040303
597,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,O040757,304076,275780,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425309764738506,53.72076329151536
598,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,O040758,304084,275800,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425276199056305,53.72166139418588
599,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,O040758,304087,275807,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425276199056305,53.72166139418588
600,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,O040758,304084,275821,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425276199056305,53.72166139418588
601,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,O040758,304057,275833,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425276199056305,53.72166139418588
602,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,O040758,304041,275818,OSI,100,,"Oldbridge House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.425276199056305,53.72166139418588
604,,,2009-08-11,2009-08-11,D,2009-08-11,NBNSYS0000004638,Taxus baccata,T274955,327491,195516,OSI,100,,"Millvale, Ashford, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,English Yew,Other,,
605,,,2009-08-10,2009-08-10,D,2009-08-10,NBNSYS0000004638,Taxus baccata,S161887,216108,188795,OSI,100,,"Monaincha House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,English Yew,Other,,
606,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,N885798,288534,279890,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.658860117996526,53.760445107257965
607,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,N885799,288553,279910,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.658831486944954,53.761343297215845
608,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,N885799,288566,279916,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.658831486944954,53.761343297215845
609,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,N885799,288592,279928,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.658831486944954,53.761343297215845
610,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,N886799,288608,279902,OSI,100,,"Rathkenny House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.657315663457828,53.761326322068165
611,,,2009-08-28,2009-08-28,D,2009-08-28,NBNSYS0000004638,Taxus baccata,O244152,324423,215229,OSI,100,,"Glencormac, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,English Yew,Other,-6.140343449829009,53.17301150246168
612,,,2009-09-29,2009-09-29,D,2009-09-29,NBNSYS0000004638,Taxus baccata,V985728,98593,72859,OSI,100,,"Ardtully Castle, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Fallen alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,English Yew,Other,,
613,,,2009-09-30,2009-09-30,D,2009-09-30,NBNSYS0000004638,Taxus baccata,V934893,93442,89373,OSI,100,,"Innisfallen Island, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,English Yew,Other,,
614,,,2009-07-15,2009-07-15,D,2009-07-15,NBNSYS0000004638,Taxus baccata,S781795,278113,179527,OSI,100,,"Ballynakilly Wood, Palatine, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,English Yew,Other,,
615,,,2009-08-25,2009-08-25,D,2009-08-25,NBNSYS0000004638,Taxus baccata,N907757,290714,275758,OSI,100,,"Roachestown House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.626714737572233,53.72324183173992
616,,,2009-07-22,2009-07-22,D,2009-07-22,NBNSYS0000004638,Taxus baccata,S950528,295081,152805,OSI,100,,"Bunclody, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wexford,English Yew,Other,,
617,,,2009-10-07,2009-10-07,D,2009-10-07,NBNSYS0000004638,Taxus baccata,N930987,293069,298787,OSI,100,,"Knockabbey Gardens, Co. Louth",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Louth,English Yew,Other,-6.58493580933559,53.929412737462386
618,,,2009-10-14,2009-10-14,D,2009-10-14,NBNSYS0000004638,Taxus baccata,M298587,129878,258749,OSI,100,,"Millford House, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Mayo,English Yew,Other,-9.060438914573396,53.57368200410152
619,,,2009-10-02,2009-10-02,D,2009-10-02,NBNSYS0000004638,Taxus baccata,R410506,141055,150645,OSI,100,,"Curraghchase, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,English Yew,Other,,
620,,,2009-08-17,2009-08-17,D,2009-08-17,NBNSYS0000004638,Taxus baccata,N311230,231170,223007,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Yew,Other,-7.534752648742461,53.25670902893724
621,,,2009-08-27,2009-08-27,D,2009-08-27,NBNSYS0000004638,Taxus baccata,T219753,321945,175319,OSI,100,,"Shelton Abbey, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,English Yew,Other,,
622,,,2009-09-17,2009-09-17,D,2009-09-17,NBNSYS0000004638,Taxus baccata,M837219,183757,221901,OSI,100,,"Gort na mona, Co. Galway",,,False,False,,,Individual tree,Maiden,Fallen dead,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,English Yew,Other,-8.244912966593366,53.24748380408319
623,,,2009-09-28,2009-09-28,D,2009-09-28,NBNSYS0000004638,Taxus baccata,O263187,326337,218791,OSI,100,,"St Pauls Church, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,English Yew,Other,-6.11056399303722,53.203995771896054
624,,,2009-08-01,2009-08-01,D,2009-08-01,NBNSYS0000004638,Taxus baccata,N541064,254101,206408,OSI,100,,"Emo Court, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Coppice,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Yew,Other,-7.192969638711172,53.10572516305245
625,,,2009-08-18,2009-08-18,D,2009-08-18,NBNSYS0000004638,Taxus baccata,N258254,225877,225446,OSI,100,,"St.Carthach Church, Tullamore, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Yew,Other,-7.613968160212483,53.27855647253654
627,,,2009-09-30,2009-09-30,D,2009-09-30,NBNSYS0000004638,Taxus baccata,V974870,97430,87003,OSI,100,,"Muckross Abbey, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,English Yew,Other,,
628,,,2009-10-26,2009-10-26,D,2009-10-26,NBNSYS0000004638,Taxus baccata,N896634,289691,263442,OSI,100,,"Ardsallagh House, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Multi-stem,Standing alive,500 + years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Yew,Other,-6.646919152685713,53.612953207445145
629,,,2009-09-03,2009-09-03,D,2009-09-03,NBNSYS0000004638,Taxus baccata,N935375,293559,237564,OSI,100,,"St.Patrick's College, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,English Yew,Other,-6.595721672872011,53.37963740554377
630,,,2009-08-20,2009-08-20,D,2009-08-20,NBNSYS0000004638,Taxus baccata,N933201,293376,220139,OSI,100,,"Furness House, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,English Yew,Other,-6.6038353212899255,53.22337934708114
637,,,2009-09-30,2009-09-30,D,2009-09-30,NBNSYS0000004638,Taxus baccata,V883911,88386,91162,OSI,100,,"Dunloe Castle Hotel, Killarney, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,English Yew,Other,,
638,,,2009-09-30,2009-09-30,D,2009-09-30,NBNSYS0000004638,Taxus baccata,V883911,88382,91161,OSI,100,,"Dunloe Castle Hotel, Killarney, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,English Yew,Other,,
639,,,2009-09-03,2009-09-03,D,2009-09-03,NBNSYS0000004638,Taxus baccata,N996288,299685,228879,OSI,100,,"Old Glebe, Co. Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Dublin,English Yew,Other,-6.506824074747747,53.30038103469315
641,,,2009-09-07,2009-09-07,D,2009-09-07,NBNSYS0000004638,Taxus baccata,S448263,244811,126374,OSI,100,,"Catholic Church, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Gone,500 + years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,English Yew,Other,,
642,,,2009-10-16,2009-10-16,D,2009-10-16,NBNSYS0000004638,Taxus baccata,M807629,180782,262952,OSI,100,,"Castlecoote, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Yew,Other,-8.292366617301505,53.6157577199224
643,,,2009-07-31,2009-07-31,D,2009-07-31,NBNSYS0000004638,Taxus baccata,T282866,328225,186637,OSI,100,,"Dunganstown Castle, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,English Yew,Other,,
645,,,2009-08-11,2009-08-11,D,2009-08-11,NBNSYS0000004638,Taxus baccata,T279966,327987,196605,OSI,100,,"Rossanna, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,English Yew,Other,,
646,,,2009-09-03,2009-09-03,D,2009-09-03,NBNSYS0000004638,Taxus baccata,N935375,293551,237587,OSI,100,,"St.Patrick's College, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,English Yew,Other,-6.595721672872011,53.37963740554377
647,,,2009-09-16,2009-09-16,D,2009-09-16,NBNSYS0000004638,Taxus baccata,S052228,205276,122803,OSI,100,,"Swiss Cottage, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,English Yew,Other,,
649,,,2009-09-25,2009-09-25,D,2009-09-25,NBNSYS0000004638,Taxus baccata,R604071,160401,107113,OSI,100,,"Doneraille Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,English Yew,Other,,
650,,,2009-10-15,2009-10-15,D,2009-10-15,NBNSYS0000004638,Taxus baccata,M146552,114668,255201,OSI,100,,"Cong Abbey, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Mayo,English Yew,Other,-9.288875728843873,53.53999080711063
651,,,2009-08-05,2009-08-05,D,2009-08-05,NBNSYS0000004638,Taxus baccata,N630098,263000,209800,OSI,100,,"Moore Abbey, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,English Yew,Other,-7.059435327676142,53.13529580771473
